"","person","message","debate","date"
"258","HARWOOD","Senator, we're moving on. I'd like to bring on my colleague, Rick Santelli — Rick.","2016RUndercardBoulderCO",2015-10-28
"260","SANTELLI","Thanks, John. Governor Pataki.","2016RUndercardBoulderCO",2015-10-28
"261","PATAKI","Hey, Rick.","2016RUndercardBoulderCO",2015-10-28
"262","SANTELLI","How are you doing tonight?","2016RUndercardBoulderCO",2015-10-28
"263","PATAKI","I'm doing great.","2016RUndercardBoulderCO",2015-10-28
"267","SANTELLI","Listen, America's central bank, the Federal Reserve, they've kept interest rates near zero since the 2008 financial crisis. And, by the way, they had a meeting today, you think they raised rates? No. Shocking, isn't it?","2016RUndercardBoulderCO",2015-10-28
"268","PATAKI","Not at all.","2016RUndercardBoulderCO",2015-10-28
"271","SANTELLI","Listen, it's been a rough ride for American savers and retirees, they really rely on this interest income. And it's been a bonanza for the stock market, a bonanza. And for investors that like the little bit more risk, it's been a bonanza for them as well. So I guess what I'm asking is, do you think this policy is fair and do you support it?","2016RUndercardBoulderCO",2015-10-28
"273","PATAKI","No, I don't support it. But let me go back a little bit here. We need to grow our economy faster. We've had the worst economic recovery since the Great Depression. And it's because of policy in Washington and policy at the Fed. And let me go back to Washington. In 2009 —","2016RUndercardBoulderCO",2015-10-28
"274","HARWOOD","Senator, that — I mean, Governor, if that's true, why was our economy limping six years ago and now it's the strongest in the world?","2016RUndercardBoulderCO",2015-10-28
"279","PATAKI","John, no question Barack Obama inherited a economic disaster in 2009. But what did he do? Instead of focusing on pro-growth policies in the economy, he rammed through ObamaCare, the worst law of my lifetime, that hurt small businesses, hurt companies, raised taxes and almost completely eliminated one industry because of its taxes. The Fed had to act. And the Fed did act and appropriately in reducing interest rates but they've reduced them now for seven straight years, that's never happened before. They've been zero for way too long. They should raise the rates; the Fed should get out of manipulating the market and the Fed also, by the way, should reduce its balance sheet, $2.7 trillion. Let some of those bonds mature and put the money back in the banking system so our economy can grow.","2016RUndercardBoulderCO",2015-10-28
"284","SANTELLI","Thanks, Governor. Senator Santorum, in the 2012 presidential debate, you were for the export-import bank, which facilitates government funding for U.S. exports. American companies like GE and Boeing are among the beneficiaries. But you said that killing the bank here — and I'm going to quote you — ""is the last thing a true conservative should be doing."" I don't know, government-backed funding isn't normally what I hear from true conservatives. So why is this situation different?","2016RUndercardBoulderCO",2015-10-28
"290","SANTORUM","A true conservative wants to create a level playing field. That's what — that's what we're — that's what government is supposed to do. They're not supposed to favor one group over another. And when it comes to our manufacturers, the level playing field is not in the United States. It's international. And so the federal government should have laws, tax laws, regulatory laws and, yes, finance laws. There's 60 other ex-im banks all over — all over the world. Every major competitor for the United States' manufacturing dollar has one of those banks. And guess what? They use those banks a heck of a lot more than their — than the United States of America does, number one. So in order to have a level playing field, which is what conservatives talk about all the time, level playing field, then we have to have export financing and here's why.Because export financing doesn't help Boeing, or G.E. G.E. just lost a contract, you know what they did? They went to . They got the X.M. (ph) bank in France to support it, and what did they do? They moved manufacturing out of South Carolina, out of Texas, moved to — Hungary, and to France. G.E. is still making money. G.E. is still doing well, but American workers are out of jobs. That's why we have to have this level playing field so we can compete with the rest of the world.","2016RUndercardBoulderCO",2015-10-28
"291","MALE","UNIDENTIFIED Thank you, Senator.","2016RUndercardBoulderCO",2015-10-28
"296","QUINTANILLA","CNBC's coverage of the Republican presidential debate continues, live from the University of COlorado after this short break. [applause] [commercial break] Welcome back to the University of Colorado, and the Republican Presidential Debate on CNBC. [applause] A question for Senator Santorum. People in this state have loved Coors Beer since it was founded in 1873. I can atest...[cheering and applause] Now, the brewer later became part of SABMiller, but, now SAB may be bought by Budweiser owner, InBev. Is it right to have a third of brewers in this country owned by one company, and do you fear a company that size will have too much power over consumers.","2016RUndercardBoulderCO",2015-10-28
"299","SANTORUM","Well, first, since you mention Colorado, I want to thank the people of Colorado because four years ago you — gave me the honor of winning the nomination out here in the state of Colorado. On a night we won three states, and it catapulted us to win 11 states ultimately, so, I just want to thank you very, very much for that support, and — in response to that, I do drink a lot of Coors beer, so...[laughter] I try to help. The answer is pretty simple. The answer is simple. There are no shortage of breweries around the United States of America. I — I do — as I travel around the country, I do pints and politics, and I go to breweries all over the place, and there — there's almost no town in America anymore that doesn't have a brewery, so I don't think we need to worry too much. They're obviously — if there's — if there's some anti- competitive issues, you know, we have agencies to look at that. But, no, I'm not — I'm not concerned that Americans are not going to have choices in beer.","2016RUndercardBoulderCO",2015-10-28
"300","QUINTANILLA","Well, let's get to that. I mean, another example, for example, is Walgreens.","2016RUndercardBoulderCO",2015-10-28
"301","SANTORUM","And I care about, by the way. I care about choices.","2016RUndercardBoulderCO",2015-10-28
"303","QUINTANILLA","I'm sure you do. [laughter] Walgreens/Rite Aid. Big deal, consolidation in drug stores, semiconductors, food. What is the line at which something becomes anti-competitive in your view?","2016RUndercardBoulderCO",2015-10-28
"307","SANTORUM","Well, I — I would say this, that what you're seeing is — in health care, you're seeing a lot of consolidation, and that consolidation is occurring because of Obamacare. You're seeing it particularly in an area that I am concerned about, and that's in insurance — health insurance. You're seeing the big health insurance companies fold up. You've seen Obama try to seed health insurance companies, and they've all failed, I think, except one. Why? Because we have a system of Obamacare with minimum loss ratios that make it virtually impossible for a small insurer to operate effectively. And this was the motive behind Obamacare. This wasn't incidental. This was deliberate, to make it so impossible for small insurers to survive...","2016RUndercardBoulderCO",2015-10-28
"308","QUINTANILLA","Senator.","2016RUndercardBoulderCO",2015-10-28
"309","SANTORUM","...that they consolidate into a small group. Then the left can say, ""there is no competition, we need a single payer."" That's why we have to repeal Obamacare. [applause]","2016RUndercardBoulderCO",2015-10-28
"310","QUINTANILLA","Thank you. Becky.","2016RUndercardBoulderCO",2015-10-28
"312","QUICK","Governor Jindal, I want to go back to something that you mentioned before with your tax plan. I know that you want to put a 2 percent tax on all families, just to make sure everyone has some skin in the game. But every working American pays 6.2 percent, when it comes to Social Security taxes. They pay another 1.45 percent of Medicare. Isn't that skin in the game?","2016RUndercardBoulderCO",2015-10-28
"319","JINDAL","A couple things. You're talking about payroll taxes that fund programs. People pay for their Medicare, they pay for their Social Security. I want every American to worry and care about how those folks in D.C. are spending our money. If $18 trillion of debt — they're misspending our money. Earned success is so much more fulfilling than unearned success. I don't want us to continue to create one class of Americans that pays income taxes, that pays for government, another class of Americans that's growing more and more dependent on government. That's what we have today. Socialism is bad, not only for taxpayers, but people that they say they're trying to help. There's dignity in work, dignity in self-sufficiency. I wanna quote you a president. Our previous president said this: he said, ""the problem is, is that tax rates are too high, government income revenues are too low."" He said, ""paradoxically, lowering tax rates now is the best way to produce higher government revenues later."" No, that wasn't President Reagan, as many are probably guessing at home. That was President Kennedy. I see you know the answer. That was President Kennedy. Imagine if he were alive today — and if he was at that last Democratic debate, imagine if you tried to say that in a party that's veering towards socialism. That wouldn't be welcome in today's Democratic party.","2016RUndercardBoulderCO",2015-10-28
"320","QUICK","Governor, thank you.","2016RUndercardBoulderCO",2015-10-28
"321","HARWOOD","Governor Pataki, you've indicated you believe climate change is real and caused at least in part by human activity. So, in 60 seconds, tell us what the federal government should do about it.","2016RUndercardBoulderCO",2015-10-28
"326","PATAKI","Yeah, absolutely. I — one of the things that troubles me about the Republican Party is too often we question science that everyone accepts. I mean, it's ridiculous that, in the 21st century, we're questioning whether or not vaccines are the appropriate way to go. Of course they are. And it's also not appropriate to think that human activity, putting CO2 into the atmosphere, doesn't make the earth warmer. All things being equal, it does. It's uncontroverted. I think part of the problem is that Republicans think about climate change, say, ""oh my God, we're gonna have higher taxes, more Obama, more big government, the EPA shutting down factories."" That's not the solution that I see. I want Republicans to embrace innovation and technology. You know, there's one country in the world that has fewer greenhouse gas emissions than the rest of — of the world. You know what that is? The United States. Our emissions are lower than they were in 1995. Not because of a — of a government program, but because of fracking, private sector creation... [crosstalk]","2016RUndercardBoulderCO",2015-10-28
"327","HARWOOD","Is there a role for government?","2016RUndercardBoulderCO",2015-10-28
"329","PATAKI","...replace coal plants — government's roles — is to incentivize innovation and the entrepreneurial spirit in America. We could have far more clean energy. We could have next-generation nuclear, thorium reactors that have no risk of meltdown. We could have solar panels on every home that are four times more efficient than today.","2016RUndercardBoulderCO",2015-10-28
"330","HARWOOD","So, subsidies for those programs? For — for those alternative energy sources?","2016RUndercardBoulderCO",2015-10-28
"333","PATAKI","R&D — R&D credits. Let the private sector do this, develop this innovation. And not only would we solve our problems, we would have clean energy, cheaper energy here. We could export those technologies to places like China and like India so we would grow our economy, have a far greater impact globally, have a secure domestic source of energy, and cleaner, healthier air. That's the solution. Embrace science, embrace innovation and change.","2016RUndercardBoulderCO",2015-10-28
"334","HARWOOD","Thank you, Governor. Thank you, Governor. Carl? [applause]","2016RUndercardBoulderCO",2015-10-28
"335","QUINTANILLA","Question for Senator Santorum.","2016RUndercardBoulderCO",2015-10-28
"336","SANTORUM","Thank you. Can I just say something about that?","2016RUndercardBoulderCO",2015-10-28
"338","QUINTANILLA","After this question maybe. [laughter] The 2015 Nobel Prize winner for economics argues that slow growth causes poverty, and that leads to inequality. What would you do to ease inequality? And what would you do solve poverty? By the way, thanks to Larry Kudlow, CNBC, for this question.","2016RUndercardBoulderCO",2015-10-28
"341","SANTORUM","Well, if you look at our plan that I introduced, the 2020 Clear Vision for America, we increase growth by 10 percent, 1 percent a year. So we go from 2.3 to 3.3, in repealing Obamacare, it's another .7. So you're looking at 4 percent growth, according to the Tax Foundation. And unlike Donald Trump and Bobby Jindal, we don't add $10 trillion to the deficit. In fact, our plan, while it creates as many jobs as their plan does and grows the economy as much as theirs does, we are a revenue-neutral plan because I believe that we need to reduce the size of government, yes, but we also need to reduce our deficit, and we need to get our budget balanced so we can start paying down this debt. And adding a trillion dollars with a tax cut and getting no more growth is not the way to do it. But that's only half of it. The word ""economy"" comes from the Greek ""euthokis"" (ph) which means family. The family is the first economy. And the one thing that we do not talk about enough is how stable families are vitally important for the middle of America to be prosperous and to grow and be safe. And I will have policies, not just tax policies, but others that will make sure that families are strong again in America.","2016RUndercardBoulderCO",2015-10-28
"342","QUINTANILLA","Governor Jindal, I'll give you 30 seconds on this.","2016RUndercardBoulderCO",2015-10-28
"345","JINDAL","Well, thank you. Look, if Senator Santorum wants to concede the tax cut wing of the Republican Party, I'm happy to fight for that side of the Republican Party. He's exactly right. I explicitly want to shrink the size of government; 22 percent over 10 years is not too much. We cut our state budget 26 percent in eight years. This is a fundamental choice. We mustn't become a cheaper version of the Democratic Party, a second liberal party. We need to proudly say we're willing to cut taxes, shrink government, grow the American economy. President Kennedy said it to the Democratic Party. Why can't we say it in the Republican Party in 2015, let's cut taxes.","2016RUndercardBoulderCO",2015-10-28
"346","HARWOOD","Governor, if you cut spending and cut government so much, why did your legislature have such a big deficit?","2016RUndercardBoulderCO",2015-10-28
"350","JINDAL","John, our budget is balanced. We balanced our budget every year for eight years. Yeah, we've had to cut spending. You know what? We privatized or closed nine of our 10 charity hospitals. We did statewide school choice; $1.6 billion (ph) budget cut. You're quoting an old number from the beginning of the year. We closed that gap. What they talk about, just like D.C., government's the only place where you give them less money than they wanted, they count it as a cut. They take last year's budget. They add inflation. They call it a baseline. We need to do zero-based budgets. We need to say just because you got money last year, you don't have it this year. Let me close, though. We balanced our budget. We didn't raise taxes. In eight years, we never raised taxes. We cut taxes. Our — our taxpayers, our families have been better off for it. [crosstalk]","2016RUndercardBoulderCO",2015-10-28
"351","HARWOOD","No, we're going to move on. I'm going to bring on my colleague Sharon Epperson.","2016RUndercardBoulderCO",2015-10-28
"353","EPPERSON","Thank you, John. Senator Graham, one in every four workers has saved less than $1,000 for retirement. Millions of Americans rely on their Social Security benefits for the majority of their retirement income. Now, you called for reforms to Social Security, but what would you do to fix the other part of the problem for future retirees and get people to save more?","2016RUndercardBoulderCO",2015-10-28
"357","GRAHAM","Well, number one, Social Security is not just a concept to me. I know why it exists; 50 percent of today's seniors would be in poverty without a Social Security check. I promise you, if you make me your president, I will save Social Security because I know why it exists. Now, if you're looking for good beer policy, I'm your best bet. My dad owned a bar. [laughter] I know beer. We grew up, my sister and myself, in the back of that bar in one room with my mom, my dad and my sister who's nine years younger. When I was 21, my mom was diagnosed with Hodgkin's disease. Neither parent finished high school. She died within a year. We were wiped out from the medical bills. And if it wasn't for a Social Security survivor benefit check coming into my family, we wouldn't' have made it because my dad died 15 months later. So I...","2016RUndercardBoulderCO",2015-10-28
"358","EPPERSON","But Senator Graham...","2016RUndercardBoulderCO",2015-10-28
"360","GRAHAM","Wait a minute, please. I'm 22 and we're wiped out. I am 60. I'm not married. I have a military retirement. I'm in good shape. I would give up some of my benefits to help those who need it more than I do. To young people here, I will ask you to work a little bit longer because we have to. The purpose of my presidency is to save this country and to save Social Security by working across the aisle just like Ronald Reagan. This is the biggest issue facing this nation.","2016RUndercardBoulderCO",2015-10-28
"362","EPPERSON","Thank you, Senator Graham. Thank you, Senator Graham. Governor Jindal, you've been a strong supporter of for-profit colleges. These are institutions that educate many veterans, minorities and working class Americans. They make up about 11 percent of the college population at these schools, but they account for 44 percent of student loan defaults. Should for-profit schools be held accountable when they take taxpayer money and leave students deep in debt?","2016RUndercardBoulderCO",2015-10-28
"368","JINDAL","[inaudible] absolutely they should be accountable. They should be accountable to their students through the market. Look, you either trust the American people to make their own choices or you don't. I know the Left thinks we need to be protected from ourselves. President Obama is trying to limit competition to the higher education market. As a result, you're going to see tuition prices continue to go up. We've had $1 trillion of student debt and counting. And he wants to exempt certain schools from the same oversight he wants to apply only to the for-profit market. For some reason, the private sector is a bad word to this president. It's not in the real world. In Louisiana, we fought so that the dollars follow the child and so the child following the dollar. What that means, from K-12, what that means is that parents and their families can decide what's the best way for their children to be educated. Higher education, we have a TOPS program, where, again, we will help if a student maintains a 20 ACT, 2.5 GPA, we'll pay for their tuition. They can take those dollars for private school of their choice in the state as well. You either trust the American people or you don't. I know the Left doesn't. That's why you get ObamaCare. They want to tell us what kind of insurance to buy. That's why you get Common Core, they want to take away our gun rights under the Second Amendment. They want to take away our religious liberty rights. So, yes, there's accountability. There's accountability to students through choice and competition. We don't need the nanny state to protect us from ourselves.","2016RUndercardBoulderCO",2015-10-28
"369","FEMALE","UNIDENTIFIED Thank you, Governor Jindal. [applause]","2016RUndercardBoulderCO",2015-10-28
"373","HARWOOD","And thank you, Sharon. This is the Republican Presidential Debate, live from Boulder, Colorado. We'll be right back. [applause] [commercial break] [applause]","2016RUndercardBoulderCO",2015-10-28
"377","QUICK","Welcome back to Boulder, Colorado, and the Republican presidential debate right here on CNBC. Gentlemen, this is our lightning round, where we have some questions for you we hope you can answer in 20 seconds or less. And we will go right down the line on this. Governor Jindal, I'll start with you. We're wondering, what are the three apps that you use most frequently on your cellphone?","2016RUndercardBoulderCO",2015-10-28
"379","JINDAL","I was just saying to my colleagues, I may be the last person in this audience without an iPhone. I'm actually one of the last folks — I still have a BlackBerry in my pocket. And I basically use it for scheduling. I use it to keep up when my wife is here and my three kids at home. The only games on that phone are Bricklayer. I use it to keep up with the news through the Internet. I may be the last American out there without an iPhone.","2016RUndercardBoulderCO",2015-10-28
"380","QUICK","No, no.","2016RUndercardBoulderCO",2015-10-28
"381","JINDAL","My apologies.","2016RUndercardBoulderCO",2015-10-28
"383","QUICK","I — I'm with you. I still have a BlackBerry, too. Senator — Senator Santorum, how about you?","2016RUndercardBoulderCO",2015-10-28
"384","SANTORUM","MLB, NHL, so I'm a big sports fan. And ""The Wall Street Journal."" Those are the three apps I use the most.","2016RUndercardBoulderCO",2015-10-28
"386","QUICK","Thank you. Governor?","2016RUndercardBoulderCO",2015-10-28
"388","PATAKI","The one I use the most is Uber. You know, I used to get driven...[laughter]...when I was governor, I had a driver. I don't anymore, but...[crosstalk]. And it's an example of what millennials are doing to change America for the better. And I tweet a lot, too. So Uber, Tweet — Twitter and then I communicate with my family.","2016RUndercardBoulderCO",2015-10-28
"390","QUICK","Thank you. Senator Graham?","2016RUndercardBoulderCO",2015-10-28
"391","GRAHAM","Well, number one, the only reason I have an iPhone is because I gave my number to Donald Trump. Don't do that. [laughter]","2016RUndercardBoulderCO",2015-10-28
"392","MALE","UNIDENTIFIED Governor...","2016RUndercardBoulderCO",2015-10-28
"395","GRAHAM","Donald has done more to upgrade my technology than my whole staff. Number one, Fox News. Sorry about CNBC. [laughter] We're in a Republican primary here.","2016RUndercardBoulderCO",2015-10-28
"396","MALE","UNIDENTIFIED Thanks. Thanks a lot.","2016RUndercardBoulderCO",2015-10-28
"397","QUICK","We take your time back. Yes.","2016RUndercardBoulderCO",2015-10-28
"399","MALE","UNIDENTIFIED Time is up. UNIDENTIFIED Cut his microphone.","2016RUndercardBoulderCO",2015-10-28
"401","QUINTANILLA","We've got one more. One more lightning round. Governor Jindal, should the day after the Super Bowl be a national holiday? [laughter]","2016RUndercardBoulderCO",2015-10-28
"404","JINDAL","Well, absolutely, when the Saints go back to repeat, we were talking about beer sales earlier, all those folks from being hung over in Louisiana from drinking to celebrate Drew Brees winning this, I think it would be a great day to take off. No, look, on a serious note, I do want to say this about the Super Bowl and our athletes. They can be great role models for our children and I'm obviously a Saints fan. Drew Brees and his wife great role models, great Christians. So, yes, it should be a holiday.","2016RUndercardBoulderCO",2015-10-28
"405","QUINTANILLA","Senator?","2016RUndercardBoulderCO",2015-10-28
"407","SANTORUM","Well, since we're usually in the Super Bowl at the Pittsburgh Steelers... Steeler nation, anybody?","2016RUndercardBoulderCO",2015-10-28
"408","MALE","UNIDENTIFIED No.","2016RUndercardBoulderCO",2015-10-28
"410","SANTORUM","No. I was in...[crosstalk]...was in Kansas City over the weekend to watch the Steeler game and about a third of the crowd were Steeler fans. So I'm usually not alone when I call on Steeler Nation. But we are used to being in the Super Bowl, so actually, it is in Pennsylvania already.","2016RUndercardBoulderCO",2015-10-28
"411","QUINTANILLA","Governor?","2016RUndercardBoulderCO",2015-10-28
"413","PATAKI","I — I am a long suffering Jets fan. So my answer is obviously no, there's no reason to take off the day after the Super Bowl. [applause] But let me just add this. The Mets are going to win tonight. Let's go, Mets.","2016RUndercardBoulderCO",2015-10-28
"414","QUINTANILLA","Finally, Senator?","2016RUndercardBoulderCO",2015-10-28
"417","GRAHAM","Well, I think a national holiday would be the day that commander-in-chief Barack Obama doesn't have that job. [applause] But unlike these other three, I want to win New Hampshire. Go Tom Brady. Go Patriots. [laughter] Sorry, Colorado is late in the...","2016RUndercardBoulderCO",2015-10-28
"419","MALE","UNIDENTIFIED Panderer. [crosstalk]","2016RUndercardBoulderCO",2015-10-28
"420","QUICK","John?","2016RUndercardBoulderCO",2015-10-28
"422","HARWOOD","OK, now we're at the point of the evening where we're just about to give our candidates a holiday from this debate, but not before they tell us in 30 seconds their closing statements. Senator Graham, you're first.","2016RUndercardBoulderCO",2015-10-28
"426","GRAHAM","Somebody said — or maybe I saw it on the bill of a cap — that let's make America great again. [laughter] America is great. [applause] I intend to make America strong again. I'm going to be the champion of the middle class, where I came from. If you make me your president, our best days are ahead. I'm ready to be commander- in-chief, ladies and gentlemen, on day one. I intend to war — win a war that we cannot afford to lose. I will be a commander-in-chief worthy of the sacrifice of those brave Americans who have been defending our nation. They have had our back. God knows, they have had our back... ","2016RUndercardBoulderCO",2015-10-28
"427","HARWOOD","Senator Graham...","2016RUndercardBoulderCO",2015-10-28
"428","GRAHAM","— and I intend to have their back as commander-in- chief. Make me commander-in-chief.","2016RUndercardBoulderCO",2015-10-28
"430","HARWOOD","Thank you, Senator Graham. Governor Pataki?","2016RUndercardBoulderCO",2015-10-28
"438","PATAKI","Thank you for the opportunity to be with this great audience tonight. I'm a limited government conservative and I mean by that that not just when it comes to economic issues leaving them to the state, but social issues, as well. And in that I differ from every single other candidate seeking the Republican nomination. I take the Tenth Amendment very, very seriously. I'm a Republican who embraces science and understands we have to work with the next generation of millennials to have the innovation and technology so that we can grow a 21st century economy. And I'm a Republican who understands in Washington, when you're a leader, you have to put aside partisan politics to do what's right for the people. We are one America. If we work together across party lines, there's no problem we can't solve and the 21st century will be America's greatest century. Thank you very much.","2016RUndercardBoulderCO",2015-10-28
"440","HARWOOD","Thank you, Governor. [applause] Senator Santorum?","2016RUndercardBoulderCO",2015-10-28
"443","SANTORUM","I grew up in a steel town of Western Pennsylvania, outside of Pittsburgh, and when I announced for president, I announced from the factory floor. When I talk about making America the number one manufacturer again in the world, it's not just talk. When I talk about having the opportunity for people to rise again, it's not just because it polls well. I represented the old steel valley of Pittsburgh. I represented a 70% Democratic district, and won with 60% of the vote. Why? Because I aligned myself with working men and women who feel that neither party, and certainly not Washington D.C. cares about them. You elect me, we will get American workers on the side of the Republican party, and we can not be stopped if we do. [applause]","2016RUndercardBoulderCO",2015-10-28
"444","HARWOOD","Senator Santorum, thank you. Governor Jindal?","2016RUndercardBoulderCO",2015-10-28
"447","JINDAL","My message is to conservatives, this is our hour. Thanks to the insanity, the incompetence of the Democratic party, the American people are ready to turn our government over to us. It's not enough to let just any Republican, however. The reality is the idea of America is slipping away. As Christians, we believe that the tomb is empty. As Americans, we believe that our best days are always ahead of us, and they can be again. We must win this election. We cannot allow Hillary Clinton to take us down this path towards socialism — further down this path. I've got the courage to apply our conservative principles. I can't do it alone. With your help, with God's grace, we can save the idea of America before it's too late.","2016RUndercardBoulderCO",2015-10-28
"448","HARWOOD","Governor Jindal, thank you very much. Carl?","2016RUndercardBoulderCO",2015-10-28
"449","QUINTANILLA","That concludes our first part of the evening.","2016RUndercardBoulderCO",2015-10-28
