"","person","message","debate","date"
"190","STATES","RONALD REAGAN, 40TH PRESIDENT OF THE UNITED The single most important question facing us tonight is, do we reduce deficits and interest rates by raising revenue from those who are not now paying their fair share? Or do we accept a bigger budget deficits, higher interest rates, and higher unemployment simply because we disagree on certain features of a legislative package which offers hope for millions of Americans at home, on the farm, and in the workplace?  [end video clip]","2012RHanoverNH",2011-10-11
"191","ROSE","Let me go to the governor of Texas. Do you agree with the former president? ","2012RHanoverNH",2011-10-11
"194","PERRY","Well, I think we are certainly talking about different times, because what I heard him say there, that he was willing to trade tax increases for reductions. And I don't think he ever saw those reductions, he just saw the tax increase. As a matter of fact, in his diary, he made that statement that he is still looking around for those reductions.  So, I mean, from the standpoint -- that is one of the problems that we have got in Washington, D.C. One of the reasons that I think Americans are so untrustworthy of what is going on in Washington is because they never see a cut in spending. They always hear the siren song of, you know, if you will allow us to raise taxes, then we'll make these reductions over here.  When the fact of the matter is, the issue is we need to have a balanced budget amendment to the United States Constitution. And the next president of the United States needs to spend his time passing a balanced budget amendment to the United States Constitution. ","2012RHanoverNH",2011-10-11
"196","ROSE","But I want to stay with this idea of spending cuts and revenue increases. And go back to you, Governor Romney. This is where it is, it seems, in Washington right now. Not only the paralysis, but also you have got the super committees. And if, in fact, they can't find an agreement, you are going to have a trigger with automatic cuts, including defense.  So doesn't that demand some kind of compromise, as Reagan suggested? ","2012RHanoverNH",2011-10-11
"199","ROMNEY","Well, I don't know which particular compromises he was referring to, we could take a look at that. But I can tell you this, if you go back a few years before that clip and go to JFK's time, the government at all levels, federal, state, and local, was consuming about 27 percent of the U.S. economy. Today it consumes about 37 percent of the U.S. economy. It is on track to get to 40 percent.  We cease, at some point, to be a free economy. And the idea of saying, we just want a little more, just give us some more tax revenue, we need that. That is not the answer for America. The answer is to cut federal spending. The answer is to cap how much the federal government can as a percentage of our economy and have a balanced budget amendment.  And the second part of the answer is to get our economy to grow, because the idea of just cutting and cutting and taxing more -- I understand mathematically those things work, but nothing works as well as getting the economy going. Get Americans back to work. Get them paying taxes. Get -- get corporations growing in America, investing in America. Bring dollars back, as Rick said, repatriation dollars. Bring $1.3 trillion back from overseas. Invest in the United States. Get this economy going, and I'll tell you, these kinds of problems will disappear. ","2012RHanoverNH",2011-10-11
"200","TUMULTY","But could we get back to the actual choice that is likely to confront Congress at the end of the year, which is some mix of revenues and cuts or these draconian automatic spending cuts that would include defense, which of those two, if that is the choice, would you prefer? ","2012RHanoverNH",2011-10-11
"201","ROMNEY","Well, my choice is not to cut defense. I think it's a terrible idea to cut defense. I think it's a terrible idea to raise taxes. Particularly at a time when the economy's struggling, the idea of raising taxes, taking more money away from the American people so government can spend it, and can spend it -- right now, the president has a jobs bill. ","2012RHanoverNH",2011-10-11
"202","TUMULTY","So this is... ","2012RHanoverNH",2011-10-11
"203","ROMNEY","How'd his last jobs bill work out for us? ","2012RHanoverNH",2011-10-11
"204","TUMULTY","But this is automatic cuts? ","2012RHanoverNH",2011-10-11
"208","ROMNEY","Not so well.  [crosstalk]  No, I do not want the automatic cuts. I want to see that super-committee take responsibility for getting the economy going again by reining in the scale of the federal government and saying we're going to pull back on some of the programs we have and reform our entitlements so they're sustainable.  The American people want to see growth and jobs, and they believe that the right way to do it is by cutting back on the scale of government, and they're right. ","2012RHanoverNH",2011-10-11
"211","ROSE","Without any increase in revenue?  [applause]  [crosstalk] ","2012RHanoverNH",2011-10-11
"216","GINGRICH","I just want to say -- I want to say one thing about the entire way Washington works, which was just posed in that question. First of all, the Congress couldn't figure out how to get the debt ceiling done with a president who showed zero leadership, so they adopt a truly stupid bill, OK?  [laughter]  And the bill basically says, we're either going to shoot ourselves in the head or cut off our right leg, and we'll come in around Thanksgiving and we'll show you how we're going to cut off the right leg, and the alternative will be shooting ourselves in the head.  Let me just say it bluntly. All of the spending cuts that are built into the debt ceiling bill, all of them are acts of Congress. They can all be repealed at any moment. It is nonsense to say we're going to disarm the United States unilaterally because we're too stupid to balance the budget any other way.  [applause] ","2012RHanoverNH",2011-10-11
"218","ROSE","All right.  Congresswoman Bachmann? ","2012RHanoverNH",2011-10-11
"221","BACHMANN","Charlie, last summer I was a leading voice in the wilderness of Washington and a lone voice, as a matter of fact, saying: Do not increase the debt ceiling. By that, what I was saying is, let's not give Barack Obama another $2.4 trillion blank check to spend.  Think of what this means. Our government right now -- this is significant -- we are spending 40 percent more than what we take in. We all paid a lot of taxes this year. We paid $2.2 trillion in taxes. That's a lot of money from all the American people. The American government spent 100 percent of that $2.2 trillion, but the travesty is they spent $1.5 trillion more than that. That's the problem.  Every year, we are spending about 40 percent more than what we take in. Our answer has to be that we cut back on the spending so we get to balance. We can't do this because all... ","2012RHanoverNH",2011-10-11
"222","ROSE","Will cutting back on the spending... ","2012RHanoverNH",2011-10-11
"224","BACHMANN","... all around us are young people that are going to be paying for this burden. And their tax rates won't be our tax rates. Their tax rates could come at some point.  Their overall effective burden -- I'm a federal tax lawyer. That's what I do for a living. And my -- my background is in economics. Their tax rate someday in their peak earning years, Charlie, could be as much as 75 percent. Who's going to get out of bed in the morning to go to work if they're paying 75 percent tax rates? We've got to get our spending house in order and cut back on spending. ","2012RHanoverNH",2011-10-11
"225","ROSE","Cutting back on spending, in your judgment, will do it? ","2012RHanoverNH",2011-10-11
"226","BACHMANN","That's one piece of the answer. That's not the whole answer. But we have to cut back on spending. ","2012RHanoverNH",2011-10-11
"228","ROSE","Take -- I want you to take a look. We'll come to all of you. Let me take a look at another clip. This one you will recognize, as well. Here it is.  [begin video clip]","2012RHanoverNH",2011-10-11
"232","CAIN","It's called the 9-9-9 plan.  [applause]  It imposes a 9 percent business flat tax, a 9 percent personal flat tax, and a 9 percent national sales tax.  [end video clip]","2012RHanoverNH",2011-10-11
"233","ROSE","Julianna? ","2012RHanoverNH",2011-10-11
"235","GOLDMAN","I said we would get back to 9-9-9.  Mr. Cain, you say that your plan is revenue-neutral. And last year, the U.S. collected $2.2 trillion dollars in tax revenue, but Bloomberg Government has run the numbers, and your plan would have raised no more than $2 trillion. And even with that shortfall, you'd still be slapping a 9 percent sales tax on food and medicine. ","2012RHanoverNH",2011-10-11
"241","CAIN","The problem with that analysis is that it is incorrect.  [laughter]  [applause]  The reason it is incorrect is because they start with the assumptions that we don't make. Remember, 999 plan throws out the current tax code. And it starts with three simple economic driving principles: production drives the economy, risk-taking drives growth, and we need sound money, measurements must be dependable.  Now what 999 does, it expands the base. When you expand the base, we can arrive at the lowest possible rate which is 999. The difference between the 999 plan and the other plans that are being proposed is that they pivot off of the existing tax code.  We have had an outside firm, independent firm dynamically score it. And so our numbers will make it revenue neutral. ","2012RHanoverNH",2011-10-11
"242","ROSE","All right -- go ahead, I'm sorry, go ahead. ","2012RHanoverNH",2011-10-11
"243","GOLDMAN","But then explain why under your plan all Americans should be paying more for milk, for a loaf of bread, and beer? ","2012RHanoverNH",2011-10-11
"245","CAIN","Pizza, I don't buy beer.  [laughter] ","2012RHanoverNH",2011-10-11
"246","GOLDMAN","Yes, and pizza. ","2012RHanoverNH",2011-10-11
"247","CAIN","You have to start with the biggest tax cut a lot of Americans pay, which is the payroll tax, 15.3 percent. That goes to 9 percent. That is a 6 percentage point difference. And the prices will not go up. So they have got a 6 percentage point difference to apply to the national sales tax piece of that, and in doing so, they have the flexibility to decide on how much they want to spend it on new goods, how much they want to spend it on used goods. Because there is no tax on used goods. ","2012RHanoverNH",2011-10-11
"248","GOLDMAN","But, Congresswoman Bachmann, you're a former IRS lawyer, do you agree? ","2012RHanoverNH",2011-10-11
"253","BACHMANN","I would have to say that the 999 plan isn't a jobs plan, it is a tax plan. And I would say that from my experience being in Congress, but also as a federal tax lawyer, when you -- the last thing you would do is give Congress another pipeline of a revenue stream. And this gives Congress a pipeline in a sales tax.  A sales tax can also lead to value-added tax. The United States Congress put into place the Spanish-American War tax in 1888. We only partially repealed that in 2006. So once you get a new revenue stream, you are never going to get rid of it.  And one thing I would say is, when you take the 999 plan and you turn it upside down, I think the devil is in the details.  [laughter]  [crosstalk] ","2012RHanoverNH",2011-10-11
"256","ROSE","We have given several chances to respond. I will come back. We will continue to talk about taxes and spending. We also know here that there has been a paradigm shift in the world economic order. We know about China and we know about India.  Here is our next clip and we will respond from that. Here it is.  [begin video clip]","2012RHanoverNH",2011-10-11
"258","ROMNEY","I will label China as it is, a currency manipulator. And I will go after them for stealing our intellectual property. And they will recognize that if they cheat, there is a price to pay. I certainly don't want a trade war with anybody. We are going to have a trade war, but we can't have a trade surrender either.  [end video clip]","2012RHanoverNH",2011-10-11
"259","ROSE","Karen. ","2012RHanoverNH",2011-10-11
"261","TUMULTY","Governor Huntsman, you were also ambassador to China. And you say that this would risk a trade war. But if China is indeed keeping its currency low, that means that everything they sell in this country is artificially cheap and everything that our companies tried to sell in China is artificially expensive.  So what do you say to people who ask, aren't we already in a trade war with China? ","2012RHanoverNH",2011-10-11
"266","HUNTSMAN","Well, first of all, I don't subscribe to the Don Trump school or the Mitt Romney school of international trade. I don't want to find ourselves in a trade war. With respect to China, if you start slapping penalties on them based on countervailing duties, you are going to get the same thing in return because what they are going to say, because of quantitative easing part one and part two, you are doing a similar thing to your currency.  And then you're going to find yourself in a trade war very, very quickly. And what does that do? That disadvantages our small businesses. It disadvantages our exporters. It disadvantages our agricultural producers.  So I say for the first and the second largest economies in the world, we have no choice. We have to find common ground. We have to, of course, use our trade laws and use them very, very aggressively.  But at the end of the day, we have got to find more market opening measures. We have got to get more governors from this country together with governors from provinces of China, mayors together with mayors, and exploit the opportunities that exist for exporters.  That is a job creator in this country. It is a huge job creator. And we have to get used to the fact that as far as the eye can see into the 21st Century, it's going to be the United States and China on the world stage. ","2012RHanoverNH",2011-10-11
"269","TUMULTY","You know, Governor Romney, this issue does carry a lot of resonance, especially in the states like New Hampshire, which, as you probably know, has lost a greater percentage of its manufacturing jobs to China than any other state.  But voters have heard candidates talked tough on China before. George W. Bush did it, Barack Obama did it, only to see that once elected, the president takes a much more cautious approach because of the complexity of the relationship and the fact that this is our biggest creditor.  Why should voters believe that you would be any different? ","2012RHanoverNH",2011-10-11
"276","ROMNEY","I'm afraid that people who have looked at this in the past have been played like a fiddle by the Chinese. And the Chinese are smiling all the way to the bank, taking our currency and taking our jobs and taking a lot of our future. And I am not willing to let that happen.  I'm in this race to try to get America to make sure we're strong again and we're creating jobs where the best place in the world to be middle class again. And for that to happen, we have to call cheating for what it is.  And people say, we might have a trade war with China. Well, now, think about that.  We by this much stuff from China, they buy that much stuff from us. You think they want to have a trade war?  I mean, this is a time when we are being hollowed out by China, that is artificially holding down their prices, as you just said a moment ago, and that's having a massive impact on jobs here. It is the wrong course for us.  When people have pursued unfair trade practices, you have to have a president that will take action. And on day one, I have indicated, day one, I will issue an executive order identifying China as a currency manipulator. We'll bring an action against them in front of the WTO for manipulating their currency, and we will go after them. If you are not willing to stand up to China, you will get run over by China, and that's what's happened for 20 years.  [applause] ","2012RHanoverNH",2011-10-11
"277","ROSE","Let me go to Governor Perry and then Governor Huntsman. Governor Perry. ","2012RHanoverNH",2011-10-11
"281","PERRY","We're missing this so much. What we need to be focused on in this country today is not whether or not we are going to have this policy or that policy. What we need to be focused on is how we get American working again. That's where we need to be focused.  And let me tell you, we are sitting on this absolute treasure trove of energy in this country. And I don't need 999. We don't need any plan to pass Congress. We need to get a president of the United States that is committed to passing the types of regulations, pulling the regulations back, freeing this country to go develop the energy industry that we have in this country.  I can promise you that we do that, then we will create an environment in this country where the manufacturing will come back to this country. We did in Texas.  We brought key manufacturing that had business in China back to the state of Texas. You free up this country's entrepreneurs, where they know that they can't risk their capital and have a chance to have a return on investment, and all of this conversation that we're having today becomes substantially less impacting. ","2012RHanoverNH",2011-10-11
"285","ROSE","All right.  I want to come back to these issues, but let me introduce -- speaking of CEOs and business, this is a New Hampshire native. His name is David Cote. He is chairman and CEO of Honeywell, and he is a former member of the Simpson-Bowles Commission.  Here he is.  [begin video clip]","2012RHanoverNH",2011-10-11
"290","COTE","Twenty years ago, there were a billion people actively participating in the global economy. Today, there are more than four billion active participants in the global economy, with China, India, former CIS states, and other emerging economies now in the game.  While that is a good and peaceful phenomenon, it also means we need to compete more strongly that we did in the past. We need an American competitiveness agenda. We need to inspire that American competitive spirit that has served us for so well for over 200 years.  I would like to ask, what would be on your American competitiveness agenda? And with one last small request, my guess is all of us are ready to accept that we are a great country and a great people. So, if your response could focus on specifics, it would be much appreciated.  Thank you.  [end video clip]","2012RHanoverNH",2011-10-11
"291","ROSE","Senator Santorum, we talked about jobs in Pennsylvania. A competitive agenda of yours would be what? ","2012RHanoverNH",2011-10-11
"298","SANTORUM","Well, I already put forward a plan.  You know, Mitt, I don't want to go to a trade war, I want to beat China. I want to go to war with China and make America the most attractive place in the world to do business. And we need to do that with the agenda that I outlined, which, unlike Herman's plan, which could not pass, because no -- how many people here are for a sales tax in New Hampshire? Raise your hand.  There you go, Herman. That's how many votes you'll get in New Hampshire.  We're not going to give the federal government, Nancy Pelosi, a new pipeline, a 9 percent sales tax for consumers to get hammered by the federal government.  How many people believe that we'll keep the income tax at 9 percent? Anybody?  There. That's why people won't trust giving people --  [crosstalk] ","2012RHanoverNH",2011-10-11
"300","ROSE","So if you keep mentioning ""999"" and Herman Cain, I'm going to have to go back to him every other question.  [applause] ","2012RHanoverNH",2011-10-11
"301","SANTORUM","Hold on. ","2012RHanoverNH",2011-10-11
"302","CAIN","That's right. ","2012RHanoverNH",2011-10-11
"303","SANTORUM","I am not done yet. I've only been able to answer one question, unlike everybody else here, so let me just finish what I'm saying. ","2012RHanoverNH",2011-10-11
"304","ROSE","Right. ","2012RHanoverNH",2011-10-11
"309","SANTORUM","We need to repeal Obamacare. That's the first thing we need to do.  You want to create jobs? I went to OSIPI yesterday and I talked to a small businessman there, and he said, ""I will not hire anybody, I will not make a move until I find out what is going to happen with this health care bill and how it's going to crush me.""  And so, repealing Obamacare, and we can do it, not by waivers. That's the wrong idea, Mitt. The reason it's the wrong idea, because you get a waiver, California going to waive that? No. New York going to waive it? No. All of these states, many of them, liberal states are going to continue on, and then states like New Hampshire that will waive it will end up subsidizing California.  [crosstalk]  We need to repeal it... ","2012RHanoverNH",2011-10-11
"310","ROSE","All right. But the time... ","2012RHanoverNH",2011-10-11
"312","SANTORUM","I know.  [crosstalk] ","2012RHanoverNH",2011-10-11
"313","ROSE","You see the red light, time. ","2012RHanoverNH",2011-10-11
"315","SANTORUM","We need to repeal it by doing it through a reconciliation process. And since I have experience and know how to do that, we'll take care of it...  [crosstalk] ","2012RHanoverNH",2011-10-11
"316","ROSE","I've got to go to the break, and I'm -- but I'm going to give both Herman Cain and Governor Romney a chance to make their point, because they were both mentioned, first Cain, then Romney, then break. ","2012RHanoverNH",2011-10-11
"317","CAIN","Therein lies the difference between me, the non- politician, and all of the politicians. They want to pass what they think they can get passed rather than what we need, which is a bold solution. 9-9-9 is bold, and the American people want a bold solution, not just what's going to kick the can down the table -- down the road. ","2012RHanoverNH",2011-10-11
"318","ROSE","Governor Romney? ","2012RHanoverNH",2011-10-11
"319","ROMNEY","[applause] Rick, you're absolutely right. On day one, granting a waiver for all 50 states doesn't stop in its tracks entirely Obamacare. That's why I also say we have to repeal Obamacare, and I will do that on day two, with the reconciliation bill, because as you know, it was passed by reconciliation, 51 votes. ","2012RHanoverNH",2011-10-11
"320","ROSE","All right. ","2012RHanoverNH",2011-10-11
"325","ROMNEY","We can get rid of it with 51 votes. We have to get rid of Obamacare and return to the states the responsibility...  [crosstalk]  No, not if you get rid of it. And particularly -- by the way, the Supreme -- the Supreme Court may get rid of it.  [crosstalk]  Let me finish. Let me finish. ","2012RHanoverNH",2011-10-11
"327","ROSE","OK, let's -- then we'll go to Huntsman, then we'll go to the break, and then when we come back, each of you can question each other.  [laughter] ","2012RHanoverNH",2011-10-11
"328","ROMNEY","Hold on, guys. ","2012RHanoverNH",2011-10-11
"329","HUNTSMAN","Thank you. ","2012RHanoverNH",2011-10-11
"330","ROMNEY","Let me just -- let me just say this, which is we all agree about repeal and replace. And I'm proud of the fact that I've put together a plan that says what I'm going to replace it with. And I think it's incumbent on everybody around this table to put together a plan that says this is what I'll replace it with, because the American people are not satisfied with the status quo. They want us to solve the problem of health care, to get it to work like a market, and that's what has to happen. ","2012RHanoverNH",2011-10-11
"331","ROSE","All right. Governor Huntsman, then we go. ","2012RHanoverNH",2011-10-11
"332","HUNTSMAN","It's disingenuous to -- to just say that you can -- you can waive it all away. The mandate will be in place. The IRS is already planning on 19,500 new employees to administer that mandate. That will stay, and that's the ruinous part of -- of Obamacare. And that -- Mitt, your plan is not going to do anything. ","2012RHanoverNH",2011-10-11
"333","ROMNEY","I said we had to repeal it. Did you miss that? ","2012RHanoverNH",2011-10-11
"334","HUNTSMAN","No. It doesn't -- it doesn't repeal the mandate. ","2012RHanoverNH",2011-10-11
"336","ROMNEY","No, no, I said I'm going to repeal it through reconciliation.  [crosstalk] ","2012RHanoverNH",2011-10-11
"337","SANTORUM","Through reconciliation, you can repeal the taxes, you can repeal the spending, and therefore, the mandate has no teeth, because there's no tax penalty if you don't enforce it. ","2012RHanoverNH",2011-10-11
"344","ROSE","All right. We have much to talk about.  When we come back, the candidates will ask questions of each other, after this break.  [applause]  [commercial break] Welcome back. We are at the Republican presidential candidates' debate. We are at Dartmouth College in Hanover, New Hampshire. And we are pleased now to turn it around a bit and have the candidates question each other.  They will each have 30 seconds to pose and answer. We'll have one minute to respond, 30 seconds for a question, one minute to respond. We will proceed in alphabetical order. I want you to remember, as we talk about this, we are talking about the economy, or those things that affect the economy.  Beginning in alphabetical order, Congresswoman Bachmann. ","2012RHanoverNH",2011-10-11
"348","BACHMANN","Thank you.  Well, in the 1980s, Ronald Reagan produced an economic miracle, and while all of us were wishing and yearning for a third term for Ronald Reagan, Governor Perry, you were campaigning and co-chairing Al Gore's election campaign for president of the United States.  You went on to increase spending in Texas by over 50 percent. And you financed that spending by increasing bond debt by over 137 percent. That is exactly what Barack Obama has been doing, increasing debt by trillions of dollars.  How can we trust you to not go down the Obama way and overspend and pay for that spending with indebtedness on the backs of the next generations? ","2012RHanoverNH",2011-10-11
"350","PERRY","Well, I, like most people in the state of Texas and those southern states, grew up a Democrat. Michael Reagan and I were talking just the other day, Charlie, that I came to the Republican Party sooner in age than his dad, Ronald Reagan, did.  And let me just address this issue of the debt in the state of Texas. Texas has the sixth lowest debt per capita when I started as governor back in 2000. And today, Texas has the second lowest debt per capita in the United States. I think that is what America is looking for is a president of the United States that understands how to balance budgets, how to deal with the spending issue, and how to get Americans back working again. ","2012RHanoverNH",2011-10-11
"351","ROSE","Herman Cain, question. ","2012RHanoverNH",2011-10-11
"355","CAIN","Yes. One of my guiding principles has been and will always be, surround yourself with good people. The 999 plan that I have proposed is simple, transparent, efficient, fair, and neutral.  My question is to Governor Romney. Can you name all 59 points in your 160-page plan, and does it satisfy that criteria of being simple, transparent, efficient, fair, and neutral?  [laughter]  [applause] ","2012RHanoverNH",2011-10-11
"362","ROMNEY","Herman, I have had the experience in my life of taking on some tough problems. And I must admit that simple answers are always very helpful, but oftentimes inadequate.  And in my view, to get this economy going again, we're going to have to deal with more than just tax policy and just energy policy, even though both of those are part of my plan.  And the other parts of my plan are these. One is to make sure that we stop the regulatory creep that has occurred in Washington. And all of the Obama regulations, we say no to, we put a halt on them, and reverse all those that cost jobs.  Number two, we have trade policies that open up new markets to American goods. And I lay out a number of things that I would do in that 59 points to open up more markets to American goods. And, we, of course, stop the cheating that goes on.  We also have to have the rule of law. By that I mean you can't have the federal government, through its friends at the National Labor Relations Board, saying to a company like Boeing that you can't build a factory in a non-union state. That's simply wrong and violates the principle of the rule of law.  We also have to have institutions that create human capital. We're a capitalist system. But we don't just believe in physical capital or financial capital, also human capital. We need great schools, great institutions.  Finally, you have got to have a government that does not spend more money than it takes in. Those are the seven major pillars of those 59. ","2012RHanoverNH",2011-10-11
"363","CAIN","So, no, it is not simple, is what you are saying? ","2012RHanoverNH",2011-10-11
"365","ROMNEY","Let me tell you, to get this economy restructured fundamentally, to put America on a path to be the most competitive place in the world to create jobs, is going to take someone who knows how to do it. And it is not one or two things. It is a good number of things to get America...  [crosstalk] ","2012RHanoverNH",2011-10-11
"366","ROSE","All right. Speaker Gingrich, question. ","2012RHanoverNH",2011-10-11
"370","GINGRICH","Governor Romney, I'd like to say, first of all, there is an awful lot in your plan that is very good, and that I think would be very helpful if implemented, a lot better than what Obama is doing.  But one of the characteristics of Obama in his class warfare approach has been to talk about going after people who made over $250,000 a year and divide us.  And I was a little surprised -- I think it's about page 47 of your plan -- that you have a capital gains tax cut for people under $200,000, which is actually lower than the Obama model. Now, as a businessman, you know that you actually lose economic effectiveness if you limit capital gains tax cuts only to people who don't get capital gains.  So, I'm curious, what was the rationale for setting an even lower base marker than Obama had? ","2012RHanoverNH",2011-10-11
"373","ROMNEY","Well, the reason for giving a tax break to middle income Americans is that middle income Americans have been the people who have been most hurt by the Obama economy. The reason that you're seeing protests, as you indicated, on Wall Street and across the country is, middle income Americans are having a hard time making ends meet.  Not only do we have 25 million people out of work, or stopped looking for work, or part-time jobs needing full-time employ, we just saw this week that median income in America has declined by 10 percent during the Obama years. People are having a hard time making ends meet.  And so if I'm going to use precious dollars to reduce taxes, I want to focus on where the people are hurting the most, and that's the middle class. I'm not worried about rich people. They are doing just fine. The very poor have a safety net, they're taken care of. But the people in the middle, the hard-working Americans, are the people who need a break, and that is why I focused my tax cut right there. ","2012RHanoverNH",2011-10-11
"374","ROSE","Governor Huntsman? ","2012RHanoverNH",2011-10-11
"377","HUNTSMAN","Since this discussion is all about economics, Governor Romney, I promise this won't be about religion.  Sorry about that, Rick.  Since some might see you because of your past employment with Bain Capital as more of a financial engineer, somebody who breaks down businesses, destroys jobs, as opposed to creating jobs and opportunity, leveraging up, spinning off, enriching shareholders, since you were number 47 as governor of the state of Massachusetts, where we were number one, for example, and the whole discussion around this campaign is going to be job creation, how can you win that debate given your background? ","2012RHanoverNH",2011-10-11
"384","ROMNEY","Well, my background is quite different than you described, John. So the way I'll win it is by telling people an accurate rendition of what I have done in my life. And fortunately, people in New Hampshire, living next door, have a pretty good sense of that.  They understand that in the business I was in, we didn't take things apart and cut them off and sell them off. We, instead, helped start businesses, and they know some of the names.  We started Staples. We started the Sports Authority. We started Bright Horizons children's centers. Heck, we even started a steel mill in a farm field in Indiana, and that steel mill operates today and employs a lot of people.  So, we began businesses. Sometimes we acquired businesses and tried to turn them around, typically effectively. And that created tens of thousands of new jobs.  And I am proud of the fact that we were able to do that. That is a big part of the American system.  People are not going to -- in my opinion, are not going to be looking for someone who is not successful. They want someone who has been successful and who knows how fundamentally the economy works.  Look, I would not be in this race had I spent my life in politics alone. Nothing wrong with that, of course, but right now, with the American people in the kind of financial crisis they are in, they need someone who knows how to create jobs, and I do. ","2012RHanoverNH",2011-10-11
"386","ROSE","All right.  Congressman Paul? ","2012RHanoverNH",2011-10-11
"389","PAUL","Since the Federal Reserve is the engine of inflation, creates the business cycle, produces are recessions and our depressions, the Federal Reserve obviously is a very important issue. And fortunately, tonight we have a former director of the Federal Reserve at Kansas City. So I have a question for Mr. Cain.  Mr. Cain, in the past you have been rather critical of any of us who would want to audit the Fed. You have said -- you've used pretty strong terms, that we were ignorant and that we didn't know what we are doing, and therefore, there was no need for an audit anyway, because if you had one, you're not going to find out anything, because everybody knows everything about the Fed.  But now that we have found and we have gotten an audit, we have found out an awful lot on how special businesses get bailed out -- Wall Street, the banks, and special companies, foreign governments. And you said that you advise those of us who were concerned, and you belittled -- you say call up the Federal Reserve and just ask them. ","2012RHanoverNH",2011-10-11
"391","ROSE","Question?  [crosstalk] ","2012RHanoverNH",2011-10-11
"392","PAUL","Do you still stick by this, that that this is frivolous, or do you think it's very important? Sixty-four percent of the American people want a full audit of the Fed on a regular basis. ","2012RHanoverNH",2011-10-11
"393","ROSE","Mr. Cain? ","2012RHanoverNH",2011-10-11
"394","CAIN","First of all, you have misquoted you. I did not call you or any of your people ignorant. I don't know where that came from. ","2012RHanoverNH",2011-10-11
"395","PAUL","I'll get it for you. ","2012RHanoverNH",2011-10-11
"400","CAIN","All right. Now, so you've got to be careful of the stuff that you get off the Internet, because that's just not something that I have said.  Secondly, when I served on the board of the Federal Reserve in the 1990s, we didn't do any of the things that this Federal Reserve is doing. I don't agree with the actions of this Federal Reserve. I don't agree with the actions that have been undertaken by Ben Bernanke. We didn't have a $14 trillion national debt to prop up with some of the actions that they're taking.  And I have also said, to be precise, I do not object to the Federal Reserve being audited. I simply said, if someone wants to initiate that action, go right ahead. It doesn't bother me.  So you -- I've been misrepresented in that regard. I don't have a problem with the Federal Reserve being audited. It's simply not my top priority. My top priority is 9-9-9, jobs, jobs, jobs.  [applause] ","2012RHanoverNH",2011-10-11
"401","ROSE","Governor Perry, question for... ","2012RHanoverNH",2011-10-11
"402","PERRY","Governor Romney, your chief economic adviser, Glenn Hubbard, who you know well, he said that Romneycare was Obamacare. And Romneycare has driven the cost of small-business insurance premiums up by 14 percent over the national average in Massachusetts. So my question for you would be: How would you respond to his criticism of your signature legislative achievement? ","2012RHanoverNH",2011-10-11
"409","ROMNEY","You know, the -- the great thing about running for president is to get the chance also to talk about your experience as a governor. And I'm proud of the fact that we took on a major problem in my state.  And the problem was that we had a lot of kids without insurance, a lot of adults without insurance, but it added up to about 8 percent of our population. And we said, you know what, we want to find a way to get those folks insured, but we don't want to change anything for the 92 percent of the people that already have insurance. And so our plan dealt with those 8 percent, not the 92 percent.  One of the problems with Obamacare is he doesn't just deal with the people without insurance. He takes over health care for everyone. Then he does something else that Chris Christie said today. He said the problem with Obamacare is he spends an extra trillion dollars and raises taxes. And raising taxes is one of the big problems, something we didn't do in Massachusetts. He also cuts Medicare. Only -- but people out there are talking about cutting Medicare, it's President Obama that did that.  And I'm proud of what we are able to accomplish. I'll tell you this, though. We have the lowest number of kids as a percentage uninsured of any state in America. You have the highest. You...  [crosstalk]  I'm still -- I'm still speaking.  [crosstalk] ","2012RHanoverNH",2011-10-11
"410","PERRY","... criticism. ","2012RHanoverNH",2011-10-11
"414","ROMNEY","I'm still speaking. We -- we have -- we have less than 1 percent of our kids that are uninsured. You have a million kids uninsured in Texas. A million kids. Under President Bush, the percentage uninsured went down. Under your leadership, it's gone up.  I care about people. Now, our plan isn't perfect. Glenn Hubbard is a fine fellow. Take a look at his quote. Some people say that. Just because some people say something doesn't mean it's true.  The truth is, our plan is different, and the people of Massachusetts, if they don't like it, they can get rid of it. Right now, they favor it 3 to 1.  But I'm not running for governor of Massachusetts. I'm running for president of the United States. And as president, I will repeal Obamacare, I'll grant a waiver on day one to get that started, and I'll make sure that we return to the states what we had when I was governor, the right to care for our poor in the way we thought best for our respective states. ","2012RHanoverNH",2011-10-11
"415","ROSE","Senator Santorum? ","2012RHanoverNH",2011-10-11
"416","SANTORUM","Romney's before me, R. ","2012RHanoverNH",2011-10-11
"421","ROSE","No, I'm sorry. You're right. Governor Romney?  [laughter]  Very good. I -- I missed school that day.  [crosstalk]  I missed school that day when they said R is before S. ","2012RHanoverNH",2011-10-11
"424","GINGRICH","Think of us as your...  [crosstalk]  [laughter] ","2012RHanoverNH",2011-10-11
"426","ROMNEY","You'd think someone from PBS would know that.  [crosstalk] ","2012RHanoverNH",2011-10-11
"429","ROSE","We'd know that, wouldn't we?  [laughter]  I was thinking how much I was enjoying this. ","2012RHanoverNH",2011-10-11
