"","person","message","debate","date"
"82","GORE","Well, they should look at our proposals and look at us as people and make up their own minds. When I was a young man, I volunteered for the Army. I served my country in Vietnam. My father was a senator who strongly opposed the Vietnam War. I went to college in this great city, and most of my peers felt against the war as I did. But I went anyway because I knew if I didn't, somebody else in the small town of Carthage, Tennessee, would have to go in my place. I served for eight years in the House of Representatives and I served on the Intelligence Committee, specialized in looking at arms control. I served for eight years in the United States Senate and served on the Armed Services Committee. For the last eight years I've served on the National Security Council, and when the conflict came up in Bosnia, I saw a genocide in the heart of Europe with the most violent war on the continent of Europe since World War II. Look, that's where World War I started. My uncle was a victim of poisonous gas there. Millions of Americans saw the results of that conflict. We have to be willing to make good, sound judgments. Incidentally, I know the value of making sure our troops have the latest technology. The governor has proposed skipping the next generation of weapons. I think that's a big mistake, because I think we have to stay at the cutting edge.","2000PBostonMA",2000-10-03
"83","MODERATOR","Governor, how would you advise the voters to make the decision on this issue?","2000PBostonMA",2000-10-03
"84","BUSH","I think you've got to look at how one has handled responsibility in office. Whether or not it's -- the same in domestic policy as well. Whether or not you have the capacity to convince people to follow? Whether or not one makes decisions based on sound principles or whether or not you rely upon polls or focus groups on how to decide what the course of action is. We have too much polling and focus groups going on in Washington today. We need decisions made on sound principles. I've been the governor of a big state. I think one of the hallmarks of my relationship in Austin, Texas, is that I've had the capacity to work with both Republicans and Democrats. I think that's an important part of leadership. I think what it means to build consensus. I've shown I know how to do so. Tonight in the audience there's one elected state senator who is a Democrat, a former state-wide officer who is a Democrat, a lot of Democrats who are here in the debate to -- because they want to show their support that shows I know how to lead. And so the fundamental answer to your question, who can lead and who's shown the ability to get things done?","2000PBostonMA",2000-10-03
"85","GORE","If I could say one thing.","2000PBostonMA",2000-10-03
"86","MODERATOR","We are way over three-and-a-half minutes. Go ahead.","2000PBostonMA",2000-10-03
"87","GORE","One of the key points in foreign policy and national security policy is the need to establish the old-fashioned principle that politics ought to stop at the water's edge. When I was in the United States Congress, I worked with former President Reagan. When I was in the United States Senate I worked with former President Bush, your father. I was one of only a few Democrats in the Senate to support the Persian Gulf War. I think bipartisanship is a national asset. We have to find ways to reestablish it in foreign policy and national security policy.","2000PBostonMA",2000-10-03
"88","MODERATOR","Do you have a problem with that?","2000PBostonMA",2000-10-03
"89","BUSH","Yeah. Why haven't they done it in seven years?","2000PBostonMA",2000-10-03
"90","MODERATOR","New subject. New question. Should the voters of this election, Vice President Gore, see this in the domestic area as a major choice between competing political philosophies?","2000PBostonMA",2000-10-03
"91","GORE","Oh, absolutely. This is a very important moment in the history of our country. Look, we've got the biggest surpluses in all of American history. The key question that has to be answered in this election is will we use that prosperity wisely in a way that benefits all of our people and doesn't go just to the few. Almost half of all the tax cut benefits, as I said under Governor Bush's plan, go to the wealthiest 1%. I think we have to make the right and responsible choices. I think we have to invest in education, protecting the environment, health care, a prescription drug benefit that goes to all seniors, not just to the poor, under Medicare, not relying on HMOs and insurance companies. I think that we have to help parents and strengthen families by dealing with the kind of inappropriate entertainment material that families are just heart sick that their children are exposed to. I think we've got to have welfare reform taken to the next stage. I think that we have got to balance the budget every single year, pay down the national debt and, in fact, under my proposal the national debt will be completely eliminated by the year 2012. I think we need to put Medicare and Social Security in a lockbox. The governor will not put Medicare in a lockbox. I don't think it should be used as a piggy bank for other programs. I think it needs to be moved out of the budget and protected. I'll veto anything that takes money out of Social Security or Medicare for anything other than Social Security or Medicare. Now, the priorities are just very different. I'll give you a couple of examples. For every new dollar that I propose for spending on health care, Governor Bush spends $3 for a tax cut for the wealthiest 1%. Now, for every dollar that I propose to spend on education, he spends $5 on a tax cut for the wealthiest 1%. Those are very clear differences.","2000PBostonMA",2000-10-03
"92","MODERATOR","Governor, one minute.","2000PBostonMA",2000-10-03
"93","BUSH","The man is practicing fuzzy math again. There's differences. Under Vice President Gore's plan, he is going to grow the federal government in the largest increase since Lyndon Baines Johnson in 1965. We're talking about a massive government, folks. We're talking about adding to or increasing 200 programs, 20,000 new bureaucrats. Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans. There is a huge difference in this campaign. He says he's going to give you tax cuts. 50 million of you won't receive it. He said in his speech he wants to make sure the right people get tax relief. That's not the role of a president to decide right and wrong. Everybody who pays taxes ought to get tax relief. After my plan is in place, the wealthiest Americans will pay more tax, the poorest of Americans, six million families, won't pay any tax at all. It's a huge difference. A difference between big exploding federal government that wants to think on your behalf and a plan that meets priorities and liberates working people to be able to make decisions on your own.","2000PBostonMA",2000-10-03
"94","GORE","You haven't heard the governor deny these numbers. He's called them phony and fuzzy. The fact remains almost 30% of his proposed tax cut goes to -- only to Americans that make more than $1 million per year. More money goes to the -- can I have a rebuttal here?","2000PBostonMA",2000-10-03
"95","MODERATOR","I want to see if he buys that.","2000PBostonMA",2000-10-03
"96","BUSH","Let me tell you what the facts are. The facts are after my plan, the wealthiest of Americans pay more taxes of the percentage of the whole than they do today. Secondly, if you're a family of four making $50,000 in Massachusetts, you get a 50% tax cut. Let me give you one example. A family in Allentown, Pennsylvania, I campaigned with them the other day. They make $51,000 combined income, they pay about $3500 in taxes. Under my plan, they get $1800 of tax relief. Under Vice President Gore's plan, they get $145 of tax relief. Now you tell me who stands on the side of the fence. You ask whose plan makes more sense. There is a difference of opinion. He would rather spend the family's $1800 and I would rather the family spend that money.","2000PBostonMA",2000-10-03
"97","GORE","No, I don't, and I'm not going to go to calling names on his facts. I'm just gonna tell you what the real facts are. The analysis that he's talking about leaves out more than half of the tax cuts that I have proposed. And if you just add the numbers up, he still hasn't denied it, he spends more money on a tax cut for the wealthiest 1% than all his new proposals for all his other things combined. Now those are the wrong priorities. $665 billion over ten years for the wealthiest 1%. As I said, almost 30% of it goes to Americans that make more than $1 million per year. Every middle class family is eligible for a tax cut under my proposal. Let me give you some specific examples. I believe college tuition up to $10,000 per year ought to be tax deductible so middle-class families can choose to send their children to college. I believe all senior citizens should be able to choose their own doctors and get prescription drugs from their own pharmacists with Medicare paying half the bill. I believe parents need more public and charter school choice to send their kids to a safe school. We need to make education the number one priority in our country and treat teachers like the professionals that they are. And that's why I have made it a number one priority in my budget.","2000PBostonMA",2000-10-03
"98","BUSH","Let me talk about tax cuts one more time. It excludes 50 million Americans.","2000PBostonMA",2000-10-03
"99","GORE","Not so.","2000PBostonMA",2000-10-03
"100","BUSH","The marriage penalty. If you itemize your tax return, you get no marriage penalty relief. He picks and chooses. He decides who the right people are. It's a fundamental difference of opinion. I want my fellow Americans to hear one more time. We'll spend $25 trillion -- we'll collect $25 trillion in revenue in the next 10 years and spend $21 trillion. We need to send 5% back to you that pay the bills. I want to say something. This man has been disparaging my plan with all this Washington fuzzy math. If you're a single mother making $22,000 a year and you have two children, under this tax code, for every additional dollar you make, you pay a higher marginal rate on that dollar than someone making more than $200,000 a year, and that is not right. My plan drops the rate from 15% to 10% and increases the child credit from $500 to $1,000 to make the code more fair for everybody, not just a few, not just a handful. Everybody who pays taxes ought to get some relief.","2000PBostonMA",2000-10-03
"101","MODERATOR","Having cleared that up, we're going to a new question. Education. Governor Bush. Both of you have promised dramatically to change -- to change dramatically public education in this country. Of the public money spent on education, only 6% of that is federal money. You want to change 100% of the public education on 6% of the money, is it possible to change it?","2000PBostonMA",2000-10-03
"102","BUSH","We can make a huge difference by saying if you receive federal money we expect you to show results. Let me give you a story about public education, if I might. It's about Kipp Academy in Houston, Texas. A charter school run by some people from Teach For America. Young folks saying I'm going to do something good for my country. I want to teach. A guy named Michael runs the school. It is a school full of so-called at-risk children. It's how wer unfortunately label certain children. Basically it means they can't learn. It's a school of strong discipline and high standards. It's one of the best schools in Houston. Here are the key ingredients. High expectations, strong accountabily. What Michael says, don't put all these rules on us, just let us teach and hold us accountable for every grade. That's what we do. And as a result, these mainly Hispanic youngsters are some of the best learners in Houston, Texas. That's my vision for public education all around America. Many of you viewers don't know, but Laura and I sent our girls to public school. They went to Austin High School. And many of the public schools are meeting the call. But, unfortunately, a lot of schools are trapping children in schools that just won't teach and won't change. Here is the role of the federal government. One is to change Head Start to a reading program. Two is to say if you want to access reading money, you can do so. The goal is for every single child to learn to Read. there must by K-2 diagnostic teaching tools available. We have to consolidate the system to free the schools and encourage innovators. Let them reach out beyond the confines of the current structure to recruit teach-for-the-children type teachers. Four, we're going to say if you receive federal money, measure third, fourth, fifth, sixth, seventh and eighth grade. Show us if they are learning to read, write, add and subtract there will be bonus plans. If not, instead of continuing to subsidize failure, the money will go to -- the federal money will go to the parents for public school or charter school or tutorial or Catholic school. What I care about is children. And so does Michael Feinberg. And you know what? It can happen in America with the right kind of leadership.","2000PBostonMA",2000-10-03
"103","GORE","We agree on a couple of things on education. I strongly support new accountability, so does Governor Bush. I strongly support local control, so does Governor Bush. I'm in favor of testing as a way of measuring performance. Every school and every school district, have every state test the children. I've also proposed a voluntary national test in the fourth grade and eighth grade, and a form of testing the governor has not endorsed. I think that all new teachers ought to be tested, including in the subjects that they teach. We've got to recruit 100,000 new teachers. And I have budgeted for that. We've got to reduce the class size so that the student who walks in has more one-on-one time with the teacher. We ought to have universal pre-school and we ought to make college tuition tax deductible, up to $10,000 a year. I would like to tell you a quick story. I got a letter today as I left Sarasota, Florida. I'm here with a group of 13 people from around the country who helped me prepare. We had a great time. Two days ago we ate lunch at a restaurant. The guy that served us lunch gave me a letter today. His name is Randy Ellis. He has a 15-year-old daughter named Caley, who is in Sarasota High School. Her science class was supposed to be for 24 students. She's the 36th student in that classroom. They sent me a picture of her in the classroom. They can't squeeze another desk in for her, so she has to stand during class. I want the federal government, consistent with local control and new accountability, to make improvement of our schools the number one priority so Caley will have a desk and can sit down in a classroom where she can learn.","2000PBostonMA",2000-10-03
"104","MODERATOR","All right. So having heard the two of you, the voters have just heard the two of you, what is the difference? What is the choice between the two of you on education?","2000PBostonMA",2000-10-03
"105","BUSH","The first is, the difference is there is no new accountability measures in Vice President Gore's plan. He says he's for voluntary testing. You can't have voluntary testing. You must have mandatory testing. You must say that if you receive money you must show us whether or not children are learning to read and write and add and subtract. That's the difference. You may claim you've got mandatory testing but you don't, Mr. Vice President. That's a huge difference. Testing is the cornerstone of reform. You know how I know? Because it's the cornerstone of reform in the State of Texas. Republicans and Democrats came together and said what can we do to make our public education the best in the country? We've done a long way working together to do so. The cornerstone is to have strong accountability in return for money and in return for flexibility. We're going to ask you to show us whether or not -- we ask you to post the results on the Internet. We encourage parents to take a look at the comparative results of schools. We have a strong charter school movement that I signed the legislation to get started in the State of Texas. I believe if we find poor children trapped in schools that won't teach, we need to free the parents. We need to expand education savings accounts. Something that my vice presidential running mate supports. There's big differences. He won't support freeing local districts from the strings of federal money.","2000PBostonMA",2000-10-03
"106","GORE","First of all, I do have mandatory testing. I think the governor may not have heard what I said clearly. The voluntary national testing is in addition to the mandatory testing that we require of states. All schools, all school districts, students themselves, and required teacher testing, which goes a step farther than Governor Bush has been willing to go. Here are a couple of differences, though, Jim. Governor Bush is in favor of vouchers which take taxpayer money away from public schools and give them to private schools that are not accountable for how the money is used and don't have to take all applicants. Now, private schools play a great role in our society. All of our children have gone to both public schools and private schools. But I don't think private schools should have a right to take taxpayer money away from public schools at a time when Caley Ellis is standing in that classroom. Let me give you another example. I went to a school in Dade County, Florida where the facilities are so overcrowded the children have to eat lunch in shifts with the first shift for lunch starting at 9:30 in the morning. Look, this is a funding crisis all around the country. There are fewer parents of school-age children as a percentage of the voting population and there is the largest generation of students ever. We're in an information age when learning is more important than ever. 90% of our kids go to public schools. We have to make it the number one priority. Modernize our schools, reduce class size, recruit new teachers, give every child a chance to learn with one-on-one time in a quality -- high-quality, safe school. If it's a failing school, shut it down and reopen it under a new principal with a turnaround team of specialists the way Governor Jim Hunt does in North Carolina. Here is another difference. The governor, if it's a failing school, would leave the children in that failing school for three years and then give a little bit of money to the parents, a down payment on a down payment for private school tuition, and pretend that that would be enough for them to go out and go to a private school. It's an illusion.","2000PBostonMA",2000-10-03
"107","MODERATOR","Wait a minute, Governor.","2000PBostonMA",2000-10-03
"108","BUSH","Okay. First of all, most of this is at the state level. See, here is the mentality. I'm going to make the state do this and make the state do that. All I'm saying is if you spend money, show us results and test every year, which you do not do, Mr. Vice President. You don't test every year. You can say you do to the cameras but you don't, unless you've changed your plan.","2000PBostonMA",2000-10-03
"109","GORE","I didn't say that.","2000PBostonMA",2000-10-03
"110","BUSH","You need to test every year. That's why you determine if children are progressing to excellence. Secondly, one of the things that we have to be careful about in politics is throwing money at a system that has not yet been reformed. More money is needed and I spend more money, but step one is to make sure we reform the system to have the system in place that leaves no child behind. Stop this business about asking gosh, how old are you? If you're 10 we'll put you here, 12 you put here. Start asking the question, what do you know? If you don't know what you're supposed to know, we'll make sure you do early before it's too late.","2000PBostonMA",2000-10-03
"111","MODERATOR","New question. We've been talking about a lot of specific issues. It's often said that in the final analysis about 90% of being the President of the United States is dealing with the unexpected, not with issues that came up in the campaign. Vice President Gore, can you point to a decision, an action you have taken, that illustrates your ability to handle the unexpected, the crisis under fire?","2000PBostonMA",2000-10-03
"112","GORE","When the action in Kosovo was dragging on and we were searching for a solution to the problem, our country had defeated the adversary on the battlefield without a single American life being lost in combat. But the dictator Milosevic was hanging on. I invited the former prime minister of Russia to my house and took a risk in asking him to get personally involved, along with the head of Finland, to go to Belgrade and to take a set of proposals from the United States that would constitute basically a surrender by Serbia. But it was a calculated risk that paid off. Now, I could probably give you some other examples of decisions over the last 24 years. I have been in public service for 24 years, Jim. And throughout all that time the people I have fought for have been the middle-class families, and I have been willing to stand up to powerful interests like the big insurance companies, the drug companies, the HMOs, the oil companies. They have good people and they play constructive roles sometimes, but sometimes they get too much power. I cast my lot with the people even when it means that you have to stand up to some powerful interests who are trying to turn the -- the policies and the laws to their advantage. You can see it in this campaign. The big drug companies support Governor Bush's prescription drug proposal. They oppose mine because they don't want to get Medicare involved because they're afraid that Medicare will negotiate lower prices for seniors who currently pay the highest prices of all.","2000PBostonMA",2000-10-03
"113","MODERATOR","Governor Bush?","2000PBostonMA",2000-10-03
"115","BUSH","I've been standing up to big business, Hollywood, big trial lawyers. Was -- the question about emergencies, wasn't it? MODERATOR: It was about -- okay. You know, as governor, one of the things you have to deal with is catastrophe. I can remember the fires that swept Parker County, Texas. I remember the floods that swept our state. I remember going down to Del Rio, Texas. I have to pay the administration a compliment. James Lee Witt of FEMA has done a really good job of working with governors during times of crisis. But that's the time when you're tested not only -- it's the time to test your metal, a time to test your heart when you see people whose lives have been turned upside down. It broke my heart to go to the flood scene in Del Rio where a fellow and his family got completely uprooted. The only thing I knew was to got aid as quickly as possible with state and federal help, and to put my arms around the man and his family and cry with them. That's what governors do. They are often on the front line of catastrophic situations.","2000PBostonMA",2000-10-03
"116","MODERATOR","New question. There can be all kinds of crises, Governor. A questions for you. There could be a crisis, for instance, in the financial area, the stock market could take a tumble, there could be a failure of a major financial institution. What is your general attitude toward government intervention in such events?","2000PBostonMA",2000-10-03
"117","BUSH","Well, it depends, obviously. But what I would do first and foremost, is I would get in touch with the Federal Reserve Chairman, Allen Greenspan, to find out all the facts and all the circumstances. I would have my Secretary of the Treasury be in touch with the financial centers not only here, but at home. I would make sure that key members of Congress were called in to discuss the gravity of the situation. And I would come up with a game plan to deal with it. That's what governors end up doing. We end up being problem solvers. We come up with practical, common sense solutions for problems that we're confronted with. In this case, in the case of a financial crisis, I would gather all the facts before I made the decision as to what the government ought or ought not to do.","2000PBostonMA",2000-10-03
"118","MODERATOR","Vice President Gore?","2000PBostonMA",2000-10-03
"119","GORE","First I want to compliment the governor on his response to those fires and floods in Texas. I accompanied James Lee Witt down to Texas when those fires broke out. And FEMA has been a major flagship project of our reinventing government efforts. And I agree, it works extremely well now. On the international financial crises that come up, my friend, Bob Rubin, the former Secretary of Treasury is here, he's a close advisor to me and great friend in all respects. I have had a chance to work with him and Allen Greenspan and others on the crisis following the collapse of the Mexican peso. When the Asian financial crisis raised the risk of world-wide recession that could affect our economy, And now, of course, the euro's value has been dropping, but seems to be under control. But it started for me in the last eight years when I had the honor of casting the tie-breaking vote to end the old economic plan here at home and put into place a new economic plan that has helped us to make some progress, 22 million new jobs, the greatest prosperity ever. But it's not good enough. My attitude is you ain't seen nothing yet. We need to do more and better.","2000PBostonMA",2000-10-03
"120","MODERATOR","So, Governor, would you agree there is no basic difference here on intervening -- on federal government intervening in what might be seen by others to be a private financial crisis?","2000PBostonMA",2000-10-03
"121","BUSH","No, there's no difference on that. There is a difference, though, as to what the economy has meant. I think the economy has meant more for the Gore and Clinton folks than the Gore and Clinton folks have meant for the economy. I think most of the economic growth that has taken place is a result of ingenuity and hard work and entrepreneurship and that's the role of goverment to encourage that. In terms of in response to the question, no.","2000PBostonMA",2000-10-03
"122","GORE","Can I comment on that?","2000PBostonMA",2000-10-03
"123","MODERATOR","You may.","2000PBostonMA",2000-10-03
"124","GORE","You know, I think the American people deserve credit for the great economy that we have. It's their ingenuity, I agree with that. But you know, they were working pretty hard eight years ago. And now they had ingenuity eight years ago. The difference is we've got a new policy. And instead of concentrating on tax cuts mostly for the wealthy, we want -- I want tax cuts for the middle-class families and I want to continue the prosperity and make sure that it enriches not just a few but all of our families. We have gone from the biggest deficits to the biggest surpluses. We have gone from a triple debt recession during the previous 12 years to a tripling in the stock market. Instead of a high unemployment, we have the lowest African-American and Latin American unemployment rates in history and 22 million new jobs. It's not good enough. Too many people have been left behind. We have got to do much more. The key is job training, education, investments in health care and education, environment, retirement security. And incidentally, we have got to preserve Social Security. I'm opposed to diverting one out of every six dollars out of the Social Security trust fund, as the Governor has proposed, into the stock market. I want new incentives for savings and investment for the young couples who are working hard so they can save and invest on their own on top of Social Security, not at the expense of Social Security, as the governor proposes.","2000PBostonMA",2000-10-03
"125","BUSH","Two points. One, a lot of folks are still waiting for that 1992 middle-class tax cut. I remember the vice president saying, ""Just give us a chance to get up there, we're going to make sure you get tax cuts."" It didn't happen. Now he's having to say that again. They've had their chance to deliver a tax cut to you. Secondly, the surest way to bust this economy is to increase the role and size of the federal budget. The Senate Budget Committee did a study of the vice president's expenditures. It's been projected that they could conceivably bust the budget by $900 billion. That means he'll either have to raise your taxes by $900 billion or go into the Social Security surplus for $900 billion. This is a plan that is going to increase the bureaucracy by 20,000 people. His targeted tax cut is so detailed, so much fine print that it is going to require numerous IRS agents. We need somebody to simplify the code, to be fair, to continue prosperity by sharing some of the surplus with the people who pay the bills, particularly those at the bottom end of the economic ladder.","2000PBostonMA",2000-10-03
"126","GORE","If I could respond, Jim. What he's quoting is not the Senate Budget Commiitte, it is a partisan press release by the Republicans on the Senate Budget Committee that's not worth the government -- the taxpayer-paid paper that it's printed on. Now, as for 20,000 new bureaucrats, as you call them, you know, the size of the federal government will go down in a Gore administration. In the reinventing government program you just look at the numbers. It is 300,000 people smaller today than it was eight years ago. Now, the fact is you're going to have a hard time convincing folks that we were a whole lot better off eight years ago than we are today. But that's not the question. The question is, will we be better off four years from now than we are today? And as for the surest way to threaten our prosperity, having a $1.9 trillion tax cut, almost half of which goes to the wealthy, and a $1 trillion Social Security privatization proposal is the surest way to put our budget into deficit --","2000PBostonMA",2000-10-03
"127","BUSH","I can't let the man continue with fuzzy math. It is 1.3 trillion. It will go to everybody who pays taxes. I'm not going to be the kind of president that says you get tax relief and you don't. I'm not going to be a picker and chooser. What is fair is everybody who pays taxes ought to get relief.","2000PBostonMA",2000-10-03
"128","MODERATOR","I thought we cleared this up a while ago. New question on Social Security. Both of you have Social Security reform plans, so we could spend the rest of the evening and two or three other evenings talking about them in detail. We won't do that. But --","2000PBostonMA",2000-10-03
"129","GORE","Suits me.","2000PBostonMA",2000-10-03
"130","MODERATOR","Many experts, including Federal Reserve Chairman Greenspan, Vice President Gore, say that it will be impossible for either of you, essentially, to keep the system viable on its own during the coming baby boomer retirement onslaught without either reducing benefits or increasing taxes. You disagree?","2000PBostonMA",2000-10-03
"131","GORE","I do disagree. Because if we can keep our prosperity going, if we can continue balancing the budget and paying down the debt, then the strong economy keeps generating surpluses. Here is my plan. I will keep Social Security in a lockbox and that pays down the national debt. And the interest savings I would put right back into Social Security. That extends the life of Social Security for 55 years. Now, I think that it's very important to understand that cutting benefits under Social Security means that people like Winifred Skinner from Des Moines, Iowa, who is here, would really have a much harder time. Because there are millions of seniors who are living almost hand to mouth. And you talk about cutting benefits. I don't go along with it. I am opposed to it. I'm also opposed to a plan that diverts 1 out of every $6 away from the Social Security Trust Fund. Social Security is a trust fund that pays the checks this year with the money that is paid into Social Security this year. The governor wants to divert 1 out of every $6 off into the stock market, which means that he would drain a trillion dollars out of the Social Security Trust Fund in this generation over the next ten years, and Social Security under that approach would go bankrupt within this generation. His leading advisor on this plan actually said that would be okay, because then the Social Security Trust Fund could start borrowing. It would borrow up to $3 trillion. Now, Social Security has never done that. And I don't think it should do that. I think it should stay in a lockbox, and I'll tell you this. I will veto anything that takes money out of Social Security for privatization or anything else other than Social Security.","2000PBostonMA",2000-10-03
"132","BUSH","I thought it was interesting that on the two minutes he spent about a million-and-a-half on my plan, which means he doesn't want you to know what he's doing is loading up IOUs for future generations. He puts no real assets into the Social Security system. The revenues exceed the expenses in Social Security until the year 2015 which means all retirees are going to get the promises made. For those of you who he wants to scare into the voting booth to vote for him, hear me loud and clear. A promise made will be a promise kept. You bet we want to allow younger workers to take some of their own money. That's the difference of opinion. The vice president thinks it's the government's money. The payroll taxes are your money. You ought to put it in prudent, safe investments so that $1 trillion over the next ten years grows to be $3 trillion. The money stays within the Social Security system. It's a part of the Social Security system. He claims it will be out of Social Security. It's your money, it's a part of your retirement benefit. It's a fundamental difference between what we believe. I want you to have your own asset that you can call your own. That you can pass on from one generation to the next. I want to get a better rate of return for your own money than the paltry 2% that the current Social Security Trust gets today. Mr. Greenspan I thought missed an opportunity to say there's a third way, and that is to get a better rate of return on the Social Security monies coming into the trust. There is $2.3 trillion of surplus that we can use to make sure that younger workers have a Social Security plan in the future. If we're smart and if we trust workers and if we understand the power of the compounding rate of interest.","2000PBostonMA",2000-10-03
"133","GORE","Here is the difference. I give a new incentive for younger workers to save their own money and invest their own money, but not at the expense of Social Security, on top of Social Security. My plan is Social Security plus. The governor's plan is Social Security minus. Your future benefits would be cut by the amount that's diverted into the stock market. If you make bad investments, that's too bad. But even before then the problem hits because the money contributed to Social Security this year is an entitlement. That's how it works. And the money is used to pay the benefits for seniors this year. If you cut the amount going in 1 out of every $6, then you have to cut the value of each check by 1 out of every $6 unless you come up with the money from somewhere else. I would like to know from the governor -- I know we're not supposed to ask each other questions -- but I'd be interested in knowing, does that trillion dollars come from the trust fund, or does it come from the rest of the budget?","2000PBostonMA",2000-10-03
"134","BUSH","No. There's enough money to pay seniors today in the current affairs of Social Security. The trillion comes from the surplus. Surplus is money -- more money than needed. Let me tell you what your plan is. It's not Social Security plus, it's Social Security plus huge debt. That is what it is. You leave future generations with tremendous IOUs. It's time to have a leader that doesn't put off tomorrow what we should do today. It's time to have somebody to step up and say look, let's let younger workers take some of their own money and under certain guidelines invest it in the private markets. The safest of federal investments yields 4%. That's twice the amount of rate of return than the current Social Security Trust. It's a fundamental difference of opinion here, folks. Younger worker after younger worker hears my call that says I trust you. And you know what, the issue is changeing. Seniors now understand that the promise made will be a promise kept, but younger workers now understand we better have a government that trusts them and that's exactly what I'm going to do.","2000PBostonMA",2000-10-03
"135","GORE","Could I respond to that, Jim? This is a big issue. Could we do another round on it?","2000PBostonMA",2000-10-03
"136","MODERATOR","We're almost out of time.","2000PBostonMA",2000-10-03
"137","GORE","Just briefly. When FDR established Social Security, they didn't call them IOUs, they called it the full faith and credit of the United States. If you don't have trust in that, I do. If you take it out of the surplus in the trust fund, that means the trust fund goes bankrupt in this generation within 20 years.","2000PBostonMA",2000-10-03
"138","BUSH","This is a government that thinks a 2% rate of return on your money is satisfactory. It's not. This is a government that says younger workers can't possibly have their own assets. We need to think differently about the issue. We need to make sure our seniors get the promise made. If we don't trust younger workers to manage some of their own money with the Social Security surplus, to grow from $1 trillion to $3 trillion, it will be impossible to bridge the gap without it. What Mr. Gore's plan will do causing huge payroll taxes or major benefit reductions.","2000PBostonMA",2000-10-03
"139","MODERATOR","New question. Are there issues of character that distinguish you from Vice President Gore?","2000PBostonMA",2000-10-03
"140","BUSH","The man loves his wife and I appreciate that a lot. And I love mine. The man loves his family a lot, and I appreciate that, because I love my family. I think the thing that discouraged me about the vice president was uttering those famous words, ""No controlling legal authority."" I felt like there needed to be a better sense of responsibility of what was going on in the White House. I believe that -- I believe they've moved that sign, ""The buck stops here"" from the Oval Office desk to ""The buck stops here"" on the Lincoln bedroom. It's not good for the country and it's not right. We need to have a new look about how we conduct ourselves in office. There's a huge trust. I see it all the time when people come up to me and say, I don't want you to let me down again. And we can do better than the past administration has done. It's time for a fresh start. It's time for a new look. It's time for a fresh start after a season of cynicism. And so I don't know the man well, but I've been disappointed about how he and his administration have conducted the fundraising affairs. You know, going to a Buddhist temple and then claiming it wasn't a fundraiser isn't my view of responsibility.","2000PBostonMA",2000-10-03
"141","MODERATOR","Vice President Gore?","2000PBostonMA",2000-10-03
"142","GORE","I think we ought to attack our country's problems, not attack each other. I want to spend my time making this country even better than it is, not trying to make you out to be a bad person. You may want to focus on scandal. I want to focus on results. As I said a couple of months ago, I stand here as my own man and I want you to see me for who I really am. Tipper and I have been married for 30 years. We became grandparents a year-and-a-half ago. We've got four children. I have devoted 24 years of my life to public service and I've said this before and I'll say it again, if you entrust me with the presidency, I may not be the most exciting politician, but I will work hard for you every day. I will fight for middle-class families and working men and women and I will never let you down.","2000PBostonMA",2000-10-03
"143","MODERATOR","So, Governor, what are you saying when you mention the fundraising scandals or the fundraising charges that involve Vice President Gore? What are you saying that the voters should take from that that's relevant to this election?","2000PBostonMA",2000-10-03
"144","BUSH","They ought to factor in it when they go to the voting booth.","2000PBostonMA",2000-10-03
"145","MODERATOR","In what way?","2000PBostonMA",2000-10-03
"146","BUSH","I think people need to be held responsible for the actions they take in life. I think that -- well, I think that's part of the need for a cultural change. We need to say we each need to be responsible for what we do. People in the highest office of the land must be responsible for decisions they make in life. And that's the way I've conducted myself as Governor of Texas and that's the way I'll conduct myself as President of the United States, should I be fortunate enough to earn your vote.","2000PBostonMA",2000-10-03
"147","MODERATOR","Are you saying all this is irrelevant, Vice President Gore?","2000PBostonMA",2000-10-03
"148","GORE","No. I think the American people should take into account who we are as individuals, what our experience is, what our positions are on the issues and proposals are. I'm asking you to see me for who I really am. I'm offering you my own vision, my own experience, my own proposals. And incidentally, one of them is this. This current campaign financing system has not reflected credit on anybody in either party. And that's one of the reasons I've said before, and I'll pledge here tonight, if I'm president, the very first bill that Joe Lieberman and I will send to the United States Congress is the McCain-Feingold campaign finance reform bill. And the reason it's that important is that all of the other issues, whether prescription drugs for all seniors that are opposed by the drug companies or the patient's bill of rights to take the decisions away from the HMOs and give them to the doctors and nurses, opposed by the HMOs and insurance companies, all these other proposals are going to be a lot easier to get passed for the American people if we limit the influence of special interest money and give democracy back to the American people. And I wish Governor Bush would join me this evening in endorsing the McCain-Feingold Campaign Finance Reform Bill.","2000PBostonMA",2000-10-03
"149","BUSH","You know, this man has no credibility on the issue. As a matter of fact, I read in the ""New York Times"" where he said he co-sponsored the McCain-Feingold Campaign Fundraising Bill. But he wasn't in the Senate with Senator Feingold. And so, look, I'm going to -- what you need to know about me is I will uphold the law, I'm going to have an attorney general that enforces the law. The time for campaign funding reform is after the election. This man has outspent me and the special interests are outspending me. And I am not going to lay down my arms in the middle of the campaign for somebody who has got no credibility on the issue.","2000PBostonMA",2000-10-03
